trial,seed,condition,contrast,utterance,u_len,rsa_prob,aif_prob,listener_p_target,is_correct
76,3,close,15.0,blue,1,0.15521125098968716,0.14490150335141327,0.0,0
77,3,close,11.0,light blue,2,0.13359156175773462,0.14132387248644004,0.0,0
78,3,close,45.0,yellow,1,0.15521125098968716,0.14490150335141327,0.0,0
79,3,split,19.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
80,3,close,62.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
81,3,close,36.0,dark green,2,0.13359156175773462,0.14132387248644004,0.0,0
82,3,far,94.0,yellow,1,0.15521125098968716,0.14490150335141327,0.0,0
83,3,split,53.0,brown,1,0.15521125098968716,0.14490150335141327,0.0,0
84,3,split,39.0,dark cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
85,3,split,26.0,dark purple,2,0.13359156175773462,0.14132387248644004,0.0,0
86,3,close,13.0,dark blue,2,0.13359156175773498,0.14132387248644004,1.0,1
87,3,far,21.0,light green,2,0.13359156175773462,0.14132387248644004,0.0,0
88,3,split,38.0,gray,1,0.1552112509896867,0.14490150335141327,1.0,1
89,3,close,26.0,dull blue,2,0.13359156175773498,0.14132387248644004,1.0,1
90,3,split,40.0,light yellow,2,0.13359156175773498,0.14132387248644004,1.0,1
91,3,far,69.0,dark cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
92,3,far,52.0,pink,1,0.1552112509896867,0.14490150335141327,1.0,1
93,3,split,70.0,dark yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
94,3,split,34.0,light cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
95,3,far,11.0,dull cyan,2,0.13359156175773498,0.14132387248644004,1.0,1
96,3,far,74.0,vivid purple,2,0.13359156175773462,0.14132387248644004,0.0,0
97,3,close,69.0,orange,1,0.15521125098968716,0.14490150335141327,0.0,0
98,3,far,5.0,pink,1,0.15521125098968716,0.14490150335141327,0.0,0
99,3,close,37.0,light blue,2,0.13359156175773462,0.14132387248644004,0.0,0
100,3,far,93.0,light cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
101,3,far,101.0,blue,1,0.1552112509896867,0.14490150335141327,1.0,1
102,3,split,31.0,yellow,1,0.15521125098968716,0.14490150335141327,0.0,0
103,3,far,31.0,pink,1,0.1552112509896867,0.14490150335141327,1.0,1
104,3,close,34.0,dark blue,2,0.13359156175773498,0.14132387248644004,1.0,1
105,3,far,68.0,blue,1,0.15521125098968716,0.14490150335141327,0.0,0
106,3,close,54.0,yellow,1,0.15521125098968716,0.14490150335141327,0.0,0
107,3,split,44.0,brown,1,0.15521125098968716,0.14490150335141327,0.0,0
108,3,far,5.0,vivid purple,2,0.13359156175773498,0.14132387248644004,1.0,1
109,3,far,38.0,dark brown,2,0.13359156175773462,0.14132387248644004,0.0,0
110,3,split,17.0,pink,1,0.15521125098968716,0.14490150335141327,0.0,0
111,3,far,15.0,dull blue,2,0.13359156175773462,0.14132387248644004,0.0,0
112,3,close,25.0,purple,1,0.15521125098968716,0.14490150335141327,0.0,0
113,3,close,38.0,light cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
114,3,far,34.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
115,3,close,54.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
116,3,far,24.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
117,3,split,30.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
118,3,far,32.0,vivid cyan,2,0.13359156175773498,0.14132387248644004,1.0,1
119,3,split,34.0,cyan,1,0.1552112509896867,0.14490150335141327,1.0,1
120,3,split,9.0,vivid cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
121,3,split,8.0,dull green,2,0.13359156175773462,0.14132387248644004,0.0,0
122,3,split,33.0,purple,1,0.15521125098968716,0.14490150335141327,0.0,0
123,3,split,40.0,pink,1,0.15521125098968716,0.14490150335141327,0.0,0
124,3,split,83.0,dull green,2,0.13359156175773462,0.14132387248644004,0.0,0
125,3,close,77.0,pink,1,0.1552112509896867,0.14490150335141327,1.0,1
126,3,far,67.0,light yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
127,3,close,6.0,dark cyan,2,0.13359156175773498,0.14132387248644004,1.0,1
128,3,close,47.0,dark purple,2,0.13359156175773498,0.14132387248644004,1.0,1
129,3,far,24.0,blue,1,0.1552112509896867,0.14490150335141327,1.0,1
130,3,close,36.0,vivid red,2,0.13359156175773462,0.14132387248644004,0.0,0
131,3,far,5.0,dark purple,2,0.13359156175773462,0.14132387248644004,0.0,0
132,3,far,41.0,green,1,0.1552112509896867,0.14490150335141327,1.0,1
133,3,close,66.0,vivid yellow,2,0.13359156175773498,0.14132387248644004,1.0,1
134,3,far,14.0,vivid blue,2,0.13359156175773462,0.14132387248644004,0.0,0
135,3,far,11.0,light cyan,2,0.13359156175773498,0.14132387248644004,1.0,1
136,3,split,14.0,vivid pink,2,0.13359156175773462,0.14132387248644004,0.0,0
137,3,close,71.0,light blue,2,0.13359156175773462,0.14132387248644004,0.0,0
138,3,close,19.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
139,3,far,16.0,vivid red,2,0.13359156175773462,0.14132387248644004,0.0,0
140,3,far,39.0,brown,1,0.15521125098968716,0.14490150335141327,0.0,0
141,3,far,54.0,dull green,2,0.13359156175773462,0.14132387248644004,0.0,0
142,3,close,30.0,dull yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
143,3,close,33.0,yellow,1,0.15521125098968716,0.14490150335141327,0.0,0
144,3,split,66.0,dull purple,2,0.13359156175773462,0.14132387248644004,0.0,0
145,3,close,34.0,vivid green,2,0.13359156175773462,0.14132387248644004,0.0,0
146,3,close,7.0,blue,1,0.1552112509896867,0.14490150335141327,1.0,1
147,3,close,16.0,vivid cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
148,3,close,17.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
149,3,close,26.0,light blue,2,0.13359156175773498,0.14132387248644004,1.0,1
150,3,far,69.0,dull blue,2,0.13359156175773462,0.14132387248644004,0.0,0
151,3,split,29.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
152,3,close,24.0,brown,1,0.15521125098968716,0.14490150335141327,0.0,0
153,3,far,13.0,yellow,1,0.1552112509896867,0.14490150335141327,1.0,1
154,3,split,101.0,dark red,2,0.13359156175773462,0.14132387248644004,0.0,0
155,3,split,5.0,light orange,2,0.13359156175773462,0.14132387248644004,0.0,0
156,3,split,48.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
157,3,close,45.0,dark red,2,0.13359156175773462,0.14132387248644004,0.0,0
158,3,far,6.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
159,3,split,30.0,dull green,2,0.13359156175773462,0.14132387248644004,0.0,0
160,3,close,31.0,blue,1,0.1552112509896867,0.14490150335141327,1.0,1
161,3,far,35.0,orange,1,0.15521125098968716,0.14490150335141327,0.0,0
162,3,close,14.0,light cyan,2,0.13359156175773498,0.14132387248644004,1.0,1
163,3,split,35.0,dull pink,2,0.13359156175773462,0.14132387248644004,0.0,0
164,3,split,18.0,blue,1,0.1552112509896867,0.14490150335141327,1.0,1
165,3,far,12.0,dark cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
166,3,close,25.0,dark purple,2,0.13359156175773462,0.14132387248644004,0.0,0
167,3,close,40.0,blue,1,0.15521125098968716,0.14490150335141327,0.0,0
168,3,far,13.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
169,3,split,11.0,green,1,0.1552112509896867,0.14490150335141327,1.0,1
170,3,close,31.0,vivid pink,2,0.13359156175773462,0.14132387248644004,0.0,0
171,3,split,19.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
172,3,far,9.0,brown,1,0.1552112509896867,0.14490150335141327,1.0,1
173,3,close,36.0,orange,1,0.15026118436374886,0.1432181890094401,0.9934592951048209,1
174,3,split,6.0,dull green,2,0.13359156175773462,0.14132387248644004,0.0,0
175,3,close,10.0,light cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
176,3,far,37.0,blue,1,0.15521125098968716,0.14490150335141327,0.0,0
177,3,split,16.0,vivid yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
178,3,far,17.0,light yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
179,3,split,18.0,purple,1,0.15521125098968716,0.14490150335141327,0.0,0
180,3,far,27.0,vivid blue,2,0.13359156175773498,0.14132387248644004,1.0,1
181,3,close,6.0,dull purple,2,0.13359156175773462,0.14132387248644004,0.0,0
182,3,far,15.0,dark pink,2,0.13359156175773498,0.14132387248644004,1.0,1
183,3,split,13.0,dull yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
184,3,far,18.0,vivid purple,2,0.13359156175773462,0.14132387248644004,0.0,0
185,3,split,23.0,vivid yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
186,3,close,42.0,vivid purple,2,0.13359156175773462,0.14132387248644004,0.0,0
187,3,close,15.0,cyan,1,0.1552112509896867,0.14490150335141327,1.0,1
188,3,split,38.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
189,3,split,48.0,dark red,2,0.13359156175773462,0.14132387248644004,0.0,0
190,3,far,5.0,blue,1,0.15521125098968716,0.14490150335141327,0.0,0
191,3,far,17.0,vivid red,2,0.13359156175773462,0.14132387248644004,0.0,0
192,3,split,49.0,dull green,2,0.13359156175773462,0.14132387248644004,0.0,0
193,3,split,16.0,vivid blue,2,0.13359156175773498,0.14132387248644004,1.0,1
194,3,far,22.0,light green,2,0.13359156175773462,0.14132387248644004,0.0,0
195,3,far,70.0,dull cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
196,3,split,28.0,light purple,2,0.13359156175773498,0.14132387248644004,1.0,1
197,3,close,51.0,cyan,1,0.1552112509896867,0.14490150335141327,1.0,1
198,3,split,56.0,vivid yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
199,3,far,16.0,vivid green,2,0.13359156175773498,0.14132387248644004,1.0,1
200,3,split,95.0,dark cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
201,3,far,76.0,dull purple,2,0.13359156175773498,0.14132387248644004,1.0,1
202,3,close,22.0,vivid green,2,0.13359156175773498,0.14132387248644004,1.0,1
203,3,far,54.0,dark green,2,0.13359156175773462,0.14132387248644004,0.0,0
204,3,split,26.0,dark blue,2,0.13359156175773462,0.14132387248644004,0.0,0
205,3,far,37.0,yellow,1,0.1552112509896867,0.14490150335141327,1.0,1
206,3,far,14.0,cyan,1,0.1552112509896867,0.14490150335141327,1.0,1
207,3,far,39.0,light yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
208,3,close,54.0,dull green,2,0.13359156175773462,0.14132387248644004,0.0,0
209,3,split,59.0,light blue,2,0.13359156175773462,0.14132387248644004,0.0,0
210,3,close,61.0,cyan,1,0.15521125098968716,0.14490150335141327,7.163255055282086e-278,0
211,3,split,37.0,blue,1,0.1552112509896867,0.14490150335141327,1.0,1
212,3,split,90.0,brown,1,0.1552112509896867,0.14490150335141327,1.0,1
213,3,split,42.0,red,1,0.1552112509896867,0.14490150335141327,1.0,1
214,3,close,55.0,light yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
215,3,close,50.0,dull yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
216,3,split,40.0,dull yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
217,3,far,44.0,dark cyan,2,0.13359156175773498,0.14132387248644004,1.0,1
218,3,close,24.0,dark purple,2,0.13359156175773462,0.14132387248644004,0.0,0
219,3,far,26.0,light green,2,0.13359156175773462,0.14132387248644004,0.0,0
220,3,far,26.0,light yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
221,3,close,46.0,dull blue,2,0.13359156175773462,0.14132387248644004,0.0,0
222,3,far,27.0,dull blue,2,0.13359156175773462,0.14132387248644004,0.0,0
223,3,far,52.0,yellow,1,0.1552112509896867,0.14490150335141327,1.0,1
224,3,split,50.0,dull green,2,0.13359156175773498,0.14132387248644004,1.0,1
225,3,close,61.0,dull green,2,0.13359156175773498,0.14132387248644004,1.0,1
226,3,split,38.0,orange,1,0.15521125098968716,0.14490150335141327,0.0,0
227,3,far,23.0,cyan,1,0.1552112509896867,0.14490150335141327,1.0,1
228,3,far,17.0,orange,1,0.15521125098968716,0.14490150335141327,0.0,0
229,3,far,49.0,vivid yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
230,3,close,39.0,dull red,2,0.13359156175773462,0.14132387248644004,0.0,0
231,3,split,35.0,brown,1,0.1552112509896867,0.14490150335141327,1.0,1
232,3,close,35.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
233,3,far,21.0,pink,1,0.15521125098968716,0.14490150335141327,0.0,0
234,3,close,19.0,gray,1,0.15521125098968716,0.14490150335141327,0.0,0
235,3,far,32.0,dark blue,2,0.13359156175773498,0.14132387248644004,1.0,1
236,3,split,22.0,blue,1,0.1552112509896867,0.14490150335141327,1.0,1
237,3,split,43.0,yellow,1,0.15521125098968716,0.14490150335141327,0.0,0
238,3,close,65.0,light yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
239,3,far,11.0,pink,1,0.15521125098968716,0.14490150335141327,0.0,0
240,3,split,24.0,pink,1,0.15521125098968716,0.14490150335141327,0.0,0
241,3,close,10.0,light pink,2,0.13359156175773498,0.14132387248644004,1.0,1
242,3,far,22.0,yellow,1,0.15521125098968716,0.14490150335141327,0.0,0
243,3,split,16.0,vivid yellow,2,0.13359156175773498,0.14132387248644004,1.0,1
244,3,split,12.0,vivid orange,2,0.13359156175773498,0.14132387248644004,1.0,1
245,3,far,68.0,dull green,2,0.13359156175773498,0.14132387248644004,1.0,1
246,3,far,64.0,dark purple,2,0.13359156175773462,0.14132387248644004,0.0,0
247,3,split,62.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
248,3,close,33.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
249,3,far,8.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
250,3,far,49.0,vivid red,2,0.13359156175773498,0.14132387248644004,1.0,1
251,3,split,73.0,dull brown,2,0.13359156175773462,0.14132387248644004,0.0,0
252,3,far,9.0,light blue,2,0.13359156175773462,0.14132387248644004,0.0,0
253,3,close,17.0,cyan,1,0.1552112509896867,0.14490150335141327,1.0,1
254,3,far,10.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
255,3,split,49.0,purple,1,0.15521125098968716,0.14490150335141327,0.0,0
256,3,close,60.0,vivid blue,2,0.13359156175773498,0.14132387248644004,1.0,1
257,3,close,53.0,dull blue,2,0.14645837524473382,0.1439052146040531,0.9377647267697095,1
258,3,close,68.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
259,3,split,42.0,vivid green,2,0.13359156175773462,0.14132387248644004,0.0,0
260,3,split,38.0,cyan,1,0.1552112509896867,0.14490150335141327,1.0,1
261,3,close,41.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
262,3,close,27.0,gray,1,0.1552112509896867,0.14490150335141327,1.0,1
263,3,close,60.0,purple,1,0.15521125098968716,0.14490150335141327,0.0,0
264,3,far,37.0,dark purple,2,0.13359156175773462,0.14132387248644004,0.0,0
265,3,far,41.0,dark purple,2,0.13359156175773462,0.14132387248644004,0.0,0
266,3,split,16.0,vivid pink,2,0.13359156175773462,0.14132387248644004,0.0,0
267,3,close,54.0,blue,1,0.1552112509896867,0.14490150335141327,1.0,1
268,3,split,48.0,blue,1,0.1552112509896867,0.14490150335141327,1.0,1
269,3,far,15.0,blue,1,0.15521125098968716,0.14490150335141327,0.0,0
270,3,split,48.0,vivid purple,2,0.13359156175773462,0.14132387248644004,0.0,0
271,3,split,6.0,vivid cyan,2,0.13359156175773498,0.14132387248644004,1.0,1
272,3,split,5.0,red,1,0.15521125098968716,0.14490150335141327,0.0,0
273,3,far,14.0,pink,1,0.15521125098968716,0.14490150335141327,0.0,0
274,3,far,46.0,dark red,2,0.13359156175773462,0.14132387248644004,0.0,0
275,3,far,38.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
276,3,close,27.0,light yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
277,3,far,30.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
278,3,split,30.0,light purple,2,0.13359156175773462,0.14132387248644004,0.0,0
279,3,split,78.0,vivid green,2,0.13359156175773462,0.14132387248644004,0.0,0
280,3,close,43.0,light pink,2,0.13359156175773462,0.14132387248644004,0.0,0
281,3,far,26.0,pink,1,0.15521125098968716,0.14490150335141327,0.0,0
282,3,close,46.0,dark cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
283,3,close,17.0,dull green,2,0.13359156175773462,0.14132387248644004,0.0,0
284,3,close,16.0,dark yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
285,3,split,36.0,vivid pink,2,0.13359156175773462,0.14132387248644004,0.0,0
286,3,split,15.0,red,1,0.1552112509896867,0.14490150335141327,1.0,1
287,3,far,14.0,blue,1,0.3270463862616372,0.1655357581116143,0.9976316955217688,1
288,3,far,25.0,light pink,2,0.13359156175773462,0.14132387248644004,0.0,0
289,3,far,35.0,cyan,1,0.15521125098968716,0.14490150335141327,2.401746950375684e-180,0
290,3,split,43.0,brown,1,0.15521125098968716,0.14490150335141327,0.0,0
291,3,split,16.0,pink,1,0.15521125098968716,0.14490150335141327,0.0,0
292,3,close,11.0,light blue,2,0.13359156175773498,0.14132387248644004,1.0,1
293,3,close,34.0,light yellow,2,0.13359156175773498,0.14132387248644004,1.0,1
294,3,split,9.0,dark brown,2,0.13359156175773498,0.14132387248644004,1.0,1
295,3,far,63.0,dark pink,2,0.13359156175773462,0.14132387248644004,0.0,0
296,3,far,8.0,brown,1,0.15521125098968716,0.14490150335141327,0.0,0
297,3,split,41.0,gray,1,0.1552112509896867,0.14490150335141327,1.0,1
298,3,far,15.0,red,1,0.1552112509896867,0.14490150335141327,1.0,1
299,3,split,34.0,dark purple,2,0.13359156175773462,0.14132387248644004,0.0,0
300,3,far,42.0,dark cyan,2,0.13359156175773498,0.14132387248644004,1.0,1
301,3,close,78.0,purple,1,0.1552112509896867,0.14490150335141327,1.0,1
302,3,close,18.0,red,1,0.1552112509896867,0.14490150335141327,1.0,1
303,3,split,44.0,yellow,1,0.1552112509896867,0.14490150335141327,1.0,1
304,3,close,17.0,dull cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
305,3,split,6.0,green,1,0.1552112509896867,0.14490150335141327,1.0,1
306,3,split,75.0,light purple,2,0.13359156175773462,0.14132387248644004,0.0,0
307,3,close,53.0,light yellow,2,0.13359156175773498,0.14132387248644004,1.0,1
308,3,close,35.0,brown,1,0.1552112509896867,0.14490150335141327,1.0,1
309,3,far,53.0,light yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
310,3,close,63.0,blue,1,0.1552112509896867,0.14490150335141327,1.0,1
311,3,far,23.0,dull green,2,0.13359156175773462,0.14132387248644004,0.0,0
312,3,far,36.0,dull green,2,0.13359156175773498,0.14132387248644004,1.0,1
313,3,split,25.0,cyan,1,0.1552112509896867,0.14490150335141327,1.0,1
314,3,close,19.0,purple,1,0.1552112509896867,0.14490150335141327,1.0,1
315,3,split,90.0,dark green,2,0.13359156175773498,0.14132387248644004,1.0,1
316,3,close,68.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
317,3,split,49.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
318,3,close,30.0,gray,1,0.15521125098968716,0.14490150335141327,0.0,0
319,3,split,21.0,vivid yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
320,3,close,31.0,dull brown,2,0.13359156175773462,0.14132387248644004,0.0,0
321,3,far,41.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
322,3,split,40.0,dull green,2,0.13359156175773498,0.14132387248644004,1.0,1
323,3,far,10.0,yellow,1,0.1552112509896867,0.14490150335141327,1.0,1
324,3,split,15.0,blue,1,0.15521125098968716,0.14490150335141327,0.0,0
325,3,close,12.0,dark yellow,2,0.13359156175773462,0.14132387248644004,0.0,0
326,3,far,15.0,light orange,2,0.13359156175773462,0.14132387248644004,0.0,0
327,3,far,33.0,cyan,1,0.15521125098968716,0.14490150335141327,3.266e-321,0
328,3,close,46.0,vivid cyan,2,0.13359156175773462,0.14132387248644004,0.0,0
329,3,split,53.0,vivid pink,2,0.13359156175773462,0.14132387248644004,0.0,0
330,3,far,51.0,green,1,0.15521125098968716,0.14490150335141327,0.0,0
331,3,close,10.0,blue,1,0.1552112509896867,0.14490150335141327,1.0,1
332,3,close,6.0,dark green,2,0.13359156175773462,0.14132387248644004,0.0,0
333,3,far,42.0,cyan,1,0.15521125098968716,0.14490150335141327,5.3636178561878765e-42,0
334,3,close,102.0,cyan,1,0.15521125098968716,0.14490150335141327,0.0,0
335,3,close,25.0,light purple,2,0.13359156175773462,0.14132387248644004,1.831496304235613e-188,0
336,3,close,24.0,light purple,2,0.13359156175773498,0.14132387248644004,1.0,1
337,3,close,49.0,dark purple,2,0.13359156175773462,0.14132387248644004,0.0,0
338,3,split,26.0,light yellow,2,0.13359156175773462,0.13625517657616998,0.0,0
339,3,far,95.0,dull green,2,0.13359156175773462,0.14132387248644004,0.0,0
340,3,split,40.0,blue,1,0.1552112509896867,0.14490150335141327,1.0,1
341,3,split,24.0,vivid green,2,0.13359156175773498,0.14132387248644004,1.0,1
342,3,close,13.0,dull green,2,0.13359156175773462,0.14132387248644004,0.0,0
343,3,close,28.0,vivid red,2,0.15743257468028937,0.14303303468514691,0.731967844773886,1
344,3,close,46.0,brown,1,0.15521125098968716,0.14490150335141327,0.0,0
